RP_Nr,WGS_Breite,WGS_Laenge
FB-195,50.3492010,8.7991000
FB-194,50.2769070,8.7908180
FB-193,50.2488310,8.7747200
FB-192,50.2239860,8.7489070
KS-610,51.2401060,9.4309820
HEF-240,50.8441910,10.0215660
MTK-55,50.1753520,8.3701150
HR-959,51.0318390,9.2213330
HR-960,51.0378090,9.2568070
HR-958,51.0598350,9.3151630
HR-185,51.0587160,9.2960670
HR-956,50.9945070,9.2939250
HR-957,51.0761960,9.3955180
HR-433,50.8901630,9.1250720
RÜD-416,50.0261520,7.9900690
RÜD-412,50.0083610,7.8845500
RÜD-413,50.0195140,7.8785210
RÜD-414,50.0283730,7.8829640
RÜD-415,50.0391820,7.8484620
MKK-810,50.1961990,8.9747120
HG-63,50.2953880,8.4782460
HG-155,50.2799130,8.4987640
HG-138,50.3256850,8.4933340
HG-139,50.3230400,8.5080450
HG-156,50.3149730,8.5419140
HG-158,50.3110550,8.4949720
GI-410,50.4411580,8.9196150
GI-411,50.4509090,8.9107110
GI-412,50.4663540,8.8796670
GI-413,50.5176610,8.9524360
GI-414,50.4885850,8.9290810
GI-415,50.4869340,8.8452220
GI-416,50.4504850,8.9238090
GI-417,50.4681000,8.9574700
GI-418,50.4643990,8.9192120
GI-419,50.4944100,9.0143040
GI-420,50.4983650,8.9789490
GI-421,50.5257270,9.0718340
GI-422,50.5350540,9.0364950
GI-423,50.5219470,8.9749710
GI-424,50.5515900,9.0855840
GI-425,50.5097610,8.9007830
GI-426,50.4784940,8.7065360
GI-427,50.6319400,8.7190050
GI-428,50.6278190,8.7335590
GI-429,50.6945350,8.8559050
GI-430,50.5144970,9.0108150
GI-431,50.6149020,8.7115870
GI-432,50.5918140,8.7356400
KB-232,51.2115510,9.0085020
KB-261,51.2036240,9.0684140
6507-500,49.4827490,6.9130760
6508-463,49.4386440,7.0644610
6508-464,49.4271370,7.0642120
6508-468,49.4433640,7.0587030
6508-469,49.4449510,7.0611230
6508-472,49.4766410,7.0626910
6507-321,49.4341980,6.9238050
6507-326,49.4534960,6.9413400
6507-311,49.4802780,6.9923480
6508-506,49.4752380,7.0187530
6507-313,49.4878200,6.9852540
6507-318,49.4842220,6.9454900
6507-327,49.4620090,6.9666510
6507-332,49.4294210,6.9572980
6507-503,49.4329760,6.9962590
6507-325,49.4552410,6.9630970
6508-466,49.4337960,7.0318740
6508-2,49.4919480,7.0561680
6507-309,49.4579500,6.9936620
6508-504,49.4588710,7.0005360
6507-312,49.4693180,6.9838200
6507-316,49.4855230,6.9729800
6507-329,49.4786200,6.9564770
6507-331,49.4436740,6.9406280
6508-4,49.4759400,7.0283040
6508-5,49.4666840,7.0327600
6507-501,49.4765740,6.9978850
6507-502,49.4770550,6.9877560
6508-503,49.4517490,7.0098250
6507-322,49.4506510,6.9273560
6508-475,49.4479580,7.0338950
6508-505,49.4732460,7.0018230
6507-328,49.4701450,6.9581740
6507-330,49.4391190,6.9781560
6508-471,49.4582000,7.0626230
6508-3,49.4788680,7.0223310
6508-1,49.4893590,7.0317180
6507-302,49.4261700,6.9643610
6508-467,49.4313620,7.0385920
6507-310,49.4585660,6.9815500
6508-507,49.4895390,7.0384840
6507-317,49.4824940,6.9234720
6608-794,49.3770360,7.0563540
6608-798,49.3021470,7.0725720
6708-165,49.2985230,7.1134520
6608-754,49.3256580,7.1376300
6609-157,49.3197880,7.1681000
6609-158,49.3152100,7.1876870
6608-755,49.3108370,7.1551120
6609-162,49.3069710,7.1808330
"2377",51.8191220,13.5300820
6709-474,49.2969680,7.1768680
6609-166,49.3254440,7.1953490
6608-758,49.3202280,7.1439010
6608-761,49.3168400,7.1020920
6608-771,49.3444790,7.1475600
6608-772,49.3526200,7.0761750
6608-800,49.3077810,7.0835720
6608-500,49.3485840,7.1095590
6609-711,49.3224750,7.2065000
6708-164,49.2982730,7.1327090
6608-751,49.3094700,7.0836640
6609-161,49.3084880,7.1687820
6608-760,49.3637920,7.1513410
6609-176,49.3651600,7.2101480
6608-765,49.3345990,7.0898300
6608-766,49.3368190,7.0803160
6608-775,49.3817670,7.1051690
6708-189,49.2909890,7.0801790
6608-799,49.3048970,7.0909210
6609-156,49.3204920,7.1872780
6709-478,49.2908860,7.2016610
6708-163,49.2976500,7.1601520
6608-753,49.3215880,7.1151830
6609-155,49.3265150,7.1724960
6609-159,49.3113940,7.1897140
6608-756,49.3016640,7.1570560
6608-757,49.3047470,7.1472280
6609-168,49.3451160,7.2050870
6608-759,49.3278400,7.1461820
6608-762,49.3260780,7.0894080
6608-767,49.3398020,7.0766930
6608-784,49.3825360,7.0052240
6708-182,49.2942720,7.0438880
6608-796,49.3101990,7.0122500
6608-776,49.3049940,7.0474140
6608-782,49.3191690,7.0076330
6607-303,49.3054740,6.9936480
6608-778,49.3269340,7.0344670
6608-780,49.3107860,7.0362880
6608-797,49.2990730,7.0177690
6608-781,49.3350590,7.0061280
6607-301,49.3841850,6.9945180
6608-501,49.3711320,7.0668750
6708-166,49.2958350,7.0936490
6608-752,49.3186540,7.1201510
6609-160,49.3071940,7.1942050
6608-795,49.3692310,7.0294610
6709-475,49.2921590,7.1802320
6609-169,49.3799980,7.1918100
6608-763,49.3251300,7.0840900
6608-768,49.3503680,7.0957940
6608-774,49.3663890,7.1384520
6608-777,49.3243400,7.0597520
6608-788,49.3880670,7.1515920
6708-183,49.2905770,7.0635780
6708-197,49.2974960,7.0737630
6607-604,49.3508360,6.9984250
6608-773,49.3564770,7.0848620
6608-793,49.3929280,7.0859960
6608-785,49.3860850,7.0168800
6608-786,49.3919820,7.0422790
6608-764,49.3302320,7.0740490
6608-770,49.3370820,7.1113640
6608-769,49.3400690,7.0486960
6608-779,49.3083990,7.0236410
6608-783,49.3602570,6.9998270
6609-700,49.3858420,7.1777290
6609-701,49.3883820,7.1880030
6609-704,49.3875290,7.2043850
6509-819,49.4331320,7.1793800
6408-152,49.5736890,7.1425570
6408-156,49.5845560,7.1152760
6309-200,49.6000620,7.1685310
6409-352,49.5613130,7.1725400
6508-487,49.4281830,7.1013730
6508-490,49.4377420,7.1050480
6508-498,49.4970750,7.1033880
6508-499,49.4901160,7.1257440
6508-501,49.4518410,7.1428930
6409-353,49.5402840,7.2295300
"2476",52.2331540,12.4276070
6408-170,49.5209210,7.0842850
6709-493,49.2618480,7.2477240
6709-495,49.2487710,7.2320370
6809-623,49.1903830,7.2398610
6809-601,49.1420780,7.2939310
6809-602,49.1731210,7.3183840
6809-603,49.1349460,7.2466720
6809-609,49.1825570,7.1897890
6708-152,49.2844270,7.1334780
6708-158,49.2549120,7.1190920
6709-466,49.2987330,7.2911270
6709-470,49.2941120,7.2468470
6709-476,49.2869580,7.1735230
6610-351,49.3339270,7.3684530
6609-172,49.3344120,7.3127270
6710-631,49.2933890,7.3479860
6609-178,49.3682770,7.2376250
6609-179,49.3830620,7.2474580
6610-356,49.3705360,7.3328010
6609-185,49.3859930,7.2803280
6509-795,49.3999920,7.2755670
6509-796,49.4029980,7.2858680
6609-189,49.3815180,7.2210580
6708-171,49.2441520,7.0527740
6708-180,49.2383200,7.1549160
6809-615,49.1313690,7.2339340
6809-619,49.1471430,7.3167630
6709-489,49.2174740,7.2509160
6709-490,49.2447140,7.2498050
6709-486,49.2449330,7.2123840
6609-193,49.3840590,7.2973010
6508-460,49.4108970,7.0740580
6409-350,49.5037010,7.2765360
6509-813,49.4644120,7.2438940
6509-816,49.4932750,7.2091360
6509-818,49.4541190,7.1959240
6608-790,49.3988240,7.1422270
6408-153,49.5742950,7.1513100
6508-483,49.4490350,7.1475450
6508-489,49.4358740,7.1408670
"1612",52.7506870,12.3517940
6508-492,49.4372850,7.0954550
6508-500,49.4941610,7.1137580
6509-822,49.4851670,7.1828930
6508-502,49.4645580,7.1390230
6409-357,49.5291150,7.2931940
6308-800,49.6111030,7.0642280
6408-175,49.5132330,7.0659690
6409-358,49.5383270,7.1948700
6708-186,49.2750170,7.0531830
6708-188,49.2810030,7.0739550
6708-191,49.2753790,7.0801820
6709-494,49.2568980,7.2084180
6709-497,49.2719990,7.2377830
6709-499,49.2467050,7.2452820
6810-911,49.1731650,7.3333210
6407-302,49.5828490,6.8349420
6506-312,49.4475590,6.7160960
6506-322,49.4730670,6.7921780
6505-815,49.4088570,6.6515120
6406-128,49.5397340,6.7426550
6506-327,49.4042860,6.7995820
6409-359,49.5082260,7.1902570
6709-704,49.2983040,7.2322680
6609-710,49.3164880,7.2339980
6508-6,49.4192990,7.0469210
6809-604,49.1564900,7.2583310
6809-605,49.1614090,7.2664910
6809-606,49.1624420,7.2333760
6809-607,49.1933520,7.2719580
6709-463,49.2675460,7.1734200
6708-157,49.2895690,7.0953940
6708-159,49.2452390,7.1363430
6709-467,49.2671570,7.2473770
6609-165,49.3271210,7.2409670
6610-342,49.3144990,7.3506260
6610-344,49.3000590,7.3581510
6610-347,49.3120140,7.3408760
6609-175,49.3298540,7.2173720
6609-177,49.3594790,7.2108350
6609-183,49.3534450,7.2841760
6609-184,49.3706820,7.2865810
6609-186,49.3775070,7.2930390
6509-800,49.4038390,7.2426940
6709-465,49.2790780,7.1738450
6708-174,49.2705690,7.0695100
6708-175,49.2500810,7.0631470
6708-177,49.2280110,7.0497810
6809-613,49.1523530,7.2095740
6809-614,49.1376040,7.2097770
6809-618,49.1635080,7.2800230
6709-488,49.2109810,7.2493660
6709-485,49.2350220,7.1987800
6508-474,49.4724290,7.0699260
6509-805,49.4983390,7.2269040
6509-811,49.4704220,7.2635150
6508-479,49.3994050,7.1084580
6608-791,49.3984660,7.0648180
6508-480,49.4085690,7.0902540
6408-155,49.5806630,7.0926610
6408-158,49.5944630,7.0677950
6408-159,49.5893770,7.1445420
6408-161,49.5625600,7.1211890
6508-485,49.4348090,7.1248080
6508-494,49.4801220,7.1141710
6508-496,49.4768540,7.0976620
6408-166,49.5051310,7.1249290
6509-821,49.4820320,7.1808160
6409-354,49.5565090,7.2138070
6409-356,49.5152270,7.2113620
6708-184,49.2840640,7.0569910
6709-505,49.2470030,7.1923400
6709-502,49.2248660,7.2705980
6709-503,49.2137980,7.2639730
6709-504,49.2034650,7.2804240
6504-501,49.4699150,6.4016290
6806-300,49.1752720,6.8178200
6807-500,49.1817970,6.8481270
6406-113,49.5404100,6.7092430
6506-318,49.4766740,6.7150580
6506-323,49.4953680,6.7957430
6606-702,49.3984970,6.6843720
6709-461,49.1992400,7.2802460
6809-608,49.1613580,7.1910910
6708-161,49.2458930,7.1218550
6709-469,49.2790800,7.2179080
6610-353,49.3654970,7.3791460
6610-354,49.3542040,7.3454500
6709-481,49.2627740,7.3182170
6709-483,49.2929340,7.3291260
6610-350,49.3213730,7.3456280
6610-355,49.3779240,7.3378210
6809-617,49.1495620,7.2545920
6810-910,49.1514290,7.3489820
6508-462,49.4214440,7.0750470
6409-351,49.5743270,7.1731840
6509-820,49.4478620,7.1844360
6709-501,49.2590310,7.3064940
6706-502,49.2670700,6.7392970
6505-801,49.4945790,6.5151730
6708-153,49.2665140,7.1417650
6708-155,49.2652890,7.1022340
6709-472,49.2984960,7.2100410
6809-611,49.1818780,7.2922390
6708-167,49.2284060,7.1104880
6709-471,49.2724700,7.2763000
6709-477,49.2935030,7.2136300
6709-479,49.2864610,7.2155330
6709-480,49.2781490,7.1934490
6609-163,49.3185670,7.2269560
6609-173,49.3357580,7.2938570
6610-343,49.3265580,7.3741510
6610-346,49.3019180,7.3460740
6610-348,49.3120880,7.3484140
6609-181,49.3619380,7.3102110
6609-182,49.3570560,7.2997710
6609-188,49.3969300,7.2159850
6708-169,49.2041850,7.0642480
6708-172,49.2546650,7.0535740
6709-487,49.2051570,7.2179430
6709-492,49.2839940,7.3111260
6609-194,49.3759940,7.3202790
"1522",52.9951000,11.8989460
6508-470,49.4559760,7.0918710
6509-803,49.4396060,7.2336420
6509-804,49.4369690,7.2406350
6509-808,49.4900710,7.2525370
6509-809,49.4923000,7.2740440
6509-815,49.4702100,7.2178400
6508-478,49.4113800,7.0054000
6307-692,49.6192390,6.9627290
6407-5,49.5987890,6.9121520
6407-7,49.5828610,6.9273430
6307-696,49.6036580,6.9374640
6408-168,49.5807700,7.0075080
6408-169,49.5722480,7.0032120
6407-9,49.5688320,6.9553360
6407-12,49.5872570,6.9453090
6407-15,49.5167560,6.8908620
6407-18,49.5363620,6.9268910
6407-19,49.5436440,6.9524680
6407-26,49.5712190,6.8547870
6407-30,49.5358680,6.8384480
6606-451,49.3773600,6.7277960
6606-452,49.3907600,6.7144260
6506-156,49.4699910,6.8037540
6505-5,49.4645980,6.6600280
6404-451,49.5063660,6.4831260
6607-625,49.3918580,6.9168810
6607-626,49.3899600,6.9304270
6505-11,49.4451290,6.5505770
6504-752,49.4757780,6.4955200
6404-454,49.5202350,6.3914340
6405-607,49.5155960,6.6042460
6406-779,49.5378530,6.6721640
6505-17,49.4902630,6.6304760
6505-18,49.4889900,6.6634890
6406-791,49.5674960,6.7717610
6406-792,49.5687880,6.8153850
6507-304,49.4595410,6.8898930
6607-615,49.3883690,6.8596260
6307-699,49.6074720,6.9880240
6706-762,49.2251650,6.7063090
6706-765,49.2157260,6.8265660
6707-19,49.2250310,6.8527230
6607-619,49.3044780,6.8701410
6607-622,49.3510230,6.8380950
6607-623,49.3623550,6.8621320
6408-177,49.5180740,7.0409530
6408-178,49.5089540,7.0200060
6507-314,49.4917730,6.9887840
6407-34,49.5006230,6.9715540
6406-101,49.5359160,6.7176470
6505-3,49.4228340,6.6535540
6506-161,49.4167430,6.6912910
6404-459,49.5051600,6.3930250
6708-194,49.2622470,7.0151560
6507-334,49.4766120,6.8337930
6606-462,49.3735540,6.7506670
6504-757,49.4840850,6.4611840
6607-627,49.3174550,6.8420910
6706-769,49.2922000,6.8165580
6707-22,49.2148920,6.9939400
6707-25,49.2299860,6.9559910
6707-26,49.2180570,6.9534130
6707-27,49.2204380,6.8906010
6808-457,49.1908330,7.0151890
6706-503,49.2565160,6.6924230
6506-301,49.3989920,6.7435870
6506-302,49.4043230,6.7819030
6504-751,49.4819860,6.4709630
6505-7,49.4890440,6.5009810
6405-603,49.5045730,6.5007260
6507-324,49.4449280,6.9005780
6505-10,49.4378260,6.5805120
6505-12,49.4705610,6.5881010
6504-754,49.4944880,6.4332610
6404-455,49.5152990,6.4529440
6404-456,49.5424970,6.4246350
6404-458,49.5150120,6.4818440
6405-605,49.5279720,6.5438270
6405-608,49.5128430,6.6132840
6405-609,49.5118260,6.6285300
GT168381,51.8871770,8.3272690
GT168382,51.8783530,8.3297560
GT168383,51.8897000,8.3270420
GT25168381,51.8871460,8.3274380
6506-305,49.4230780,6.7551580
6505-800,49.4909600,6.5154490
6505-807,49.4337980,6.5436530
6406-127,49.5286740,6.7902940
6707-16,49.2667400,6.9279420
6505-8,49.4164070,6.5984230
6806-152,49.1841050,6.8121160
6608-787,49.3970430,7.0151780
6607-609,49.3562060,6.9739900
6707-18,49.2292980,6.8749570
6606-453,49.3121560,6.7915830
6706-768,49.2954540,6.6869660
6406-789,49.5118730,6.8266730
6708-192,49.2495330,7.0323810
6406-797,49.5542710,6.7862580
6606-461,49.3620570,6.7404550
6506-164,49.4112910,6.7846740
6506-165,49.4031080,6.7633380
6708-181,49.2742810,7.0065940
6708-195,49.2642990,7.0392430
6708-196,49.2483270,7.0142530
6406-796,49.5182480,6.7985650
6406-798,49.5458200,6.7754680
6506-173,49.4103160,6.7486920
6707-23,49.2228070,6.9188000
6706-500,49.2050500,6.8094640
6506-300,49.4061180,6.7304650
6506-306,49.4232220,6.7269990
6506-308,49.4403030,6.7651020
6506-309,49.4586440,6.7972240
6506-307,49.4511070,6.7408170
6505-808,49.4312740,6.6133820
6506-314,49.4011920,6.6788310
6407-11,49.5782080,6.9792080
6407-32,49.5858140,6.8949410
6706-763,49.2629970,6.7086900
6706-764,49.2644760,6.6931990
6706-767,49.2736180,6.6815640
6507-333,49.4155800,6.8567790
6809-700,49.1878550,7.1953060
6709-700,49.2828200,7.2523040
6504-503,49.4926050,6.4428440
6406-108,49.5677370,6.7862500
6505-804,49.4555120,6.5434330
6506-313,49.4293360,6.7078160
6406-105,49.5522840,6.7386280
6407-303,49.5733990,6.8544470
6505-805,49.4660540,6.5602600
6506-311,49.4523600,6.6974710
6506-326,49.4148880,6.6724510
6607-601,49.3370030,6.8830030
6607-603,49.3723380,6.9457510
6707-3,49.2953660,6.9526350
6707-6,49.2926730,6.9801060
6708-168,49.2840830,7.0127590
6707-7,49.2675790,6.9840060
6806-153,49.1766170,6.7845220
6806-155,49.1766440,6.7325680
6706-753,49.2068520,6.7905310
6706-755,49.2349610,6.7968980
6706-758,49.2065260,6.7572870
6806-302,49.1726020,6.8235510
6405-306,49.5306420,6.6449200
6406-122,49.5142110,6.7014700
6707-101,49.2040040,6.8343000
6707-102,49.2296960,6.8415420
6607-300,49.3781210,6.9915520
6505-806,49.4814610,6.5543880
6806-306,49.1729020,6.8000950
6406-118,49.5354750,6.7701610
6506-320,49.4561240,6.7513340
6506-321,49.4649240,6.7422380
6406-126,49.5253110,6.7781100
6606-703,49.3986380,6.7856970
6407-300,49.5148970,6.9970440
6709-702,49.2910640,7.2507900
6504-504,49.4793300,6.4736060
6406-102,49.5229990,6.7227100
6506-317,49.4972450,6.7154820
6508-476,49.4244510,6.9994640
6607-608,49.3968810,6.9733760
6508-477,49.4006350,7.0449560
6408-163,49.5724690,7.0432570
6307-691,49.6042770,6.9497470
6407-6,49.5792590,6.8996050
6307-697,49.6098120,6.9728510
6407-14,49.5025880,6.8974390
6407-17,49.5206570,6.9106280
6506-152,49.4879570,6.8214940
6407-23,49.5976860,6.8589160
6407-24,49.5902720,6.8704730
6406-777,49.5433180,6.8048330
6407-29,49.5421140,6.8510730
6507-305,49.4545960,6.8637910
6607-614,49.3865490,6.8660950
6607-617,49.3923900,6.8496260
6505-818,49.4972210,6.5457370
6408-500,49.5267940,7.0279840
6405-300,49.5021060,6.5617620
6405-301,49.5033570,6.5969400
6807-501,49.1830370,6.8344540
6406-120,49.5206600,6.7197510
6506-319,49.4741840,6.7323610
6405-307,49.4999020,6.5451160
6505-802,49.4975940,6.5703140
6406-110,49.5766940,6.8170020
6406-111,49.5706330,6.8301680
6507-504,49.4047510,6.9846380
6505-813,49.4530110,6.6496660
6807-502,49.1747470,6.8327150
6506-315,49.4985930,6.6726770
6507-308,49.4250530,6.8906750
6307-698,49.6137400,6.9804570
6408-173,49.5154110,7.0158450
6408-176,49.5048710,7.0348720
GV-2303,51.0437550,6.5872670
GV-2401,51.0673940,6.5788920
GV-2402,51.0886840,6.5395100
GV-2403,51.0622250,6.5409970
GV-2404,51.0689050,6.5747750
GV-2405,51.0574040,6.5722320
GV-2406,51.0784900,6.5800170
GV-2501,51.1168100,6.6144300
GV-2801,51.1288150,6.6687190
GV-2802,51.1089200,6.6850300
GV-2803,51.1169550,6.6776020
KS-602,51.2407880,9.2455020
6507-319,49.4971120,6.9259700
6505-2,49.4373030,6.6499820
6404-453,49.5404670,6.3774060
6707-21,49.2965850,6.9639600
6507-323,49.4554530,6.9056950
6505-14,49.4709620,6.5486590
6504-753,49.4768340,6.4459650
6404-457,49.5245650,6.4914140
6408-501,49.5072840,7.0021290
6405-304,49.5277710,6.6596100
6406-100,49.5366650,6.7092770
6504-505,49.4738660,6.4876250
6505-812,49.4889880,6.6462650
6506-310,49.4767250,6.6880000
6406-116,49.5569500,6.7339650
6506-328,49.4001730,6.7785900
NOM-850,51.8244860,10.1202080
HSK 1273,51.3652460,8.4850380
HSK 1274,51.3301470,8.4888240
HSK 1275,51.2988930,8.4306260
HSK 1276,51.2756300,8.5138440
HSK 1277,51.3126600,8.4965020
HSK 1500,51.3208770,8.4256540
HSK 1501,51.3227120,8.4277590
HSK 1502,51.3171420,8.3815530
HSK 1503,51.3181000,8.3875970
HSK 1504,51.3637800,8.3969900
HSK 1505,51.3416300,8.4065580
HSK 1506,51.3496130,8.4092030
HSK 1507,51.3746600,8.4254470
HSK 1508,51.3670650,8.4311830
HSK 1509,51.3656430,8.4369530
HSK 1510,51.3692300,8.4251820
HSK 1511,51.3678470,8.4140540
HSK 1512,51.3654140,8.4127230
HSK 1513,51.3675230,8.4100660
EMDEN WSA 13,53.3416600,7.1887100
EMDEN WSA 16,53.3358900,7.1163300
RE 759-316,51.7214100,7.2028330
RE 821-175,51.5960040,7.2975610
RE 819-173,51.5943870,7.2944000
RE 819-174,51.5952340,7.2943070
RE 819-174 A,51.5950200,7.2955040
RE 820-174,51.5951540,7.2959470
RE 820-173,51.5947900,7.2965610
RE 818-171,51.5921060,7.2929880
RE 818-172,51.5930520,7.2935740
RE 819-172,51.5932920,7.2943350
RE 819-172 A,51.5932120,7.2952220
RE 852-171,51.5933530,7.3424100
RE 894-171,51.5942900,7.4030140
RE 892-170,51.5932200,7.4002220
RE 891-169,51.5926100,7.3983240
RE 871-169,51.5914400,7.3701120
RE 866-171,51.5937000,7.3626820
6504-502,49.4850120,6.4052990
6505-811,49.4859800,6.6074070
6406-123,49.5005320,6.6960670
6506-325,49.4307200,6.6838380
6405-302,49.4995180,6.6160610
6405-604,49.5205820,6.5160960
6505-16,49.4863500,6.5844810
6406-785,49.5242890,6.8193820
6406-790,49.5655940,6.8002780
6505-20,49.4652910,6.5776770
6708-185,49.2813460,7.0473810
6708-193,49.2495090,7.0490420
6405-613,49.5317480,6.6403620
6405-614,49.5357780,6.6639290
6506-171,49.4888650,6.7971900
6506-172,49.4624540,6.7179790
6708-200,49.2019650,7.0100650
6407-304,49.5874980,6.8597230
6406-121,49.5104990,6.7182870
6505-814,49.4699820,6.6488020
6406-104,49.5453410,6.7382980
6406-107,49.5604140,6.7616940
6607-302,49.3848640,6.9533000
6505-803,49.4618810,6.5458390
6606-704,49.3276090,6.8134410
6606-705,49.3185290,6.8300000
6707-100,49.2046900,6.8045190
6506-304,49.4254110,6.7734990
6504-500,49.4680120,6.3958310
6406-109,49.5711750,6.8076770
6505-810,49.4764210,6.6231320
6806-304,49.1684910,6.8103900
6806-307,49.1805980,6.7980360
6406-112,49.5129520,6.6667900
6506-324,49.4058980,6.7003770
6806-154,49.1752280,6.7609510
6706-766,49.2777410,6.8293340
6507-315,49.4968080,6.9921610
6506-163,49.4403810,6.6807300
6606-700,49.3922160,6.6833560
6505-809,49.4141320,6.6240820
6406-125,49.5074960,6.8101480
6806-151,49.1971800,6.8016550
6507-301,49.4144250,6.9827910
6307-695,49.6087020,6.9195460
6406-776,49.5572310,6.8297750
6607-612,49.3783260,6.8785920
6505-15,49.4797980,6.5511320
6707-1,49.2782210,6.9707900
6707-5,49.2558200,6.9428210
6707-8,49.2579480,6.9639220
6708-170,49.2384360,7.0445090
6607-607,49.3225250,6.9896810
6707-11,49.2584630,6.9362500
6407-301,49.5004610,6.9664480
6709-701,49.2790070,7.2603530
6406-103,49.5327070,6.7362130
6806-301,49.1866790,6.8257560
6806-305,49.1654530,6.7909580
6406-114,49.5491830,6.7055440
6406-117,49.5431180,6.7670430
6406-124,49.5021410,6.7171700
6709-464,49.2559830,7.1698210
6708-151,49.2720670,7.1611590
6708-154,49.2667320,7.1204170
6708-160,49.2578270,7.1039910
6709-468,49.2749200,7.2362350
6707-12,49.2754310,6.9306070
6707-14,49.2879740,6.9217430
6806-158,49.1952320,6.7667740
6706-752,49.2002580,6.7776230
6706-754,49.2104650,6.7774130
6607-610,49.3774310,6.9540840
6307-694,49.6098770,6.9004870
6407-13,49.4992670,6.8991040
6407-16,49.5207460,6.8734220
6407-20,49.5530760,6.9053710
6407-21,49.5646020,6.9360240
6505-1,49.4831020,6.5614360
6405-601,49.5106070,6.5270090
6407-25,49.5828100,6.8726630
6407-27,49.5733630,6.8456440
6506-154,49.4008390,6.7160190
6609-164,49.3115400,7.2616040
6709-473,49.2908760,7.2248520
6609-167,49.3402420,7.2248120
6609-171,49.3419300,7.3022890
6610-345,49.3041440,7.3340480
6610-349,49.3093570,7.3450940
6709-482,49.2833300,7.3157550
6509-798,49.4008690,7.2504170
6609-190,49.3939990,7.2529560
6609-191,49.3979770,7.2674960
6708-176,49.2401440,7.0710080
6708-179,49.2860160,7.1473700
6607-618,49.3756180,6.9170330
6308-803,49.6275820,7.0437420
6706-760,49.2440750,6.7789840
6606-454,49.3364880,6.8097370
6607-621,49.3421670,6.8404210
6408-172,49.5043610,7.0124670
6408-174,49.5308650,7.0191490
6407-35,49.4998740,6.9458600
6505-4,49.4650840,6.6439900
6505-6,49.4702590,6.6414780
6404-452,49.5001930,6.4754860
6707-20,49.2801400,6.9873070
6507-320,49.4044970,6.8884430
6809-616,49.1551000,7.2389110
6508-461,49.4167230,7.0741580
6508-473,49.4799140,7.0733460
6509-801,49.4490920,7.2311770
6509-802,49.4886210,7.2427550
6509-806,49.4842560,7.2514640
6509-810,49.4850780,7.2750300
6509-812,49.4633700,7.2480200
6509-814,49.4587680,7.2377370
6608-789,49.3940830,7.1333280
6608-792,49.3932750,7.0592510
6408-151,49.5788450,7.1135560
6408-154,49.5655350,7.1369750
6408-157,49.5881800,7.1189690
6408-160,49.5758970,7.1087460
6408-164,49.5685540,7.0585750
6505-13,49.4520890,6.5194720
6504-755,49.4690710,6.4055120
6405-606,49.5025570,6.5392660
6405-610,49.5028710,6.6463910
6506-160,49.4357020,6.7184560
6505-19,49.4563060,6.5672820
6504-756,49.4883060,6.3862790
6506-166,49.4185030,6.8053800
6506-167,49.4429680,6.8132410
6405-612,49.5089420,6.6197940
6708-198,49.2522170,7.0319010
6708-199,49.2663710,7.0297780
6405-616,49.5054590,6.5100550
6708-201,49.2107030,7.0030930
6707-24,49.2293630,6.9276260
6508-484,49.4305140,7.1427700
6508-486,49.4308090,7.1181680
6508-488,49.4486960,7.1206300
6508-493,49.4671070,7.1088950
6508-495,49.4710770,7.0971190
6508-497,49.4911290,7.0932610
6409-355,49.5279040,7.2611420
6308-801,49.6158420,7.0553510
6408-179,49.5426130,7.0867410
6408-180,49.5369040,7.1399580
6708-187,49.2805730,7.0630880
6610-357,49.3130050,7.3713250
6710-632,49.2878040,7.3680000
6709-496,49.2522700,7.2445290
6709-498,49.2605090,7.2551360
6709-500,49.2457170,7.2740450
6809-621,49.1906960,7.2933330
6708-202,49.2101530,7.0176300
6506-303,49.4209560,6.7900380
6507-505,49.4083050,6.9658020
6405-305,49.5020250,6.6519840
6406-119,49.5278230,6.7408540
6506-316,49.4963070,6.6919110
6406-129,49.5407360,6.7712820
6505-817,49.4957990,6.5578940
6707-4,49.2605210,6.9733420
6707-9,49.2529130,6.9541260
6707-10,49.2626570,6.9813250
6708-178,49.2896200,7.0119520
6706-751,49.2094370,6.7963910
6806-156,49.1808860,6.7398600
6809-622,49.1564860,7.3230150
6307-751,49.6160130,6.9968090
6405-303,49.5077000,6.6319890
6406-115,49.5550280,6.7173880
6505-816,49.4893840,6.5713250
6708-156,49.2712170,7.0914970
6609-170,49.3647930,7.3247840
6609-187,49.3869600,7.2602840
6509-799,49.4004930,7.2157290
6708-173,49.2531000,7.0624010
6508-491,49.4435380,7.1166650
6408-171,49.5215540,7.0636360
6708-190,49.2796280,7.0996540
6708-162,49.2305500,7.0806870
6809-610,49.1406090,7.2434830
6806-159,49.1901120,6.7300100
6806-160,49.1943610,6.7249410
6706-757,49.2335050,6.7716090
6508-481,49.4093960,7.0132000
6508-482,49.4150480,7.0208140
6408-162,49.5537350,7.0176210
6408-165,49.5350360,7.0283960
6307-690,49.6113720,6.9550600
6307-693,49.6007560,6.9248050
6408-167,49.5980550,7.0143940
6407-8,49.5614360,6.9699540
6407-10,49.5643740,6.9701920
6507-303,49.4816650,6.8763420
6506-151,49.4742270,6.8190160
6405-602,49.5103100,6.5686800
6407-28,49.5653700,6.8432250
6509-797,49.4156290,7.2698110
6609-192,49.3033600,7.2630180
